direction_id,route_id,service_id,shape_id,trip_id
0,78854971,GENERIC,78854971_shp,78854971_3
1,78854971,GENERIC,78854971_shp,78854971_4
0,78854971,GENERIC,78854971_shp,78854971_5
1,78854971,GENERIC,78854971_shp,78854971_6
0,78854971,GENERIC,78854971_shp,78854971_7
1,78854971,GENERIC,78854971_shp,78854971_8
0,78854971,GENERIC,78854971_shp,78854971_9
1,78854971,GENERIC,78854971_shp,78854971_10
0,78854971,GENERIC,78854971_shp,78854971_11
1,78854971,GENERIC,78854971_shp,78854971_12
0,78854971,GENERIC,78854971_shp,78854971_13
1,78854971,GENERIC,78854971_shp,78854971_14
0,78854971,GENERIC,78854971_shp,78854971_15
1,78854971,GENERIC,78854971_shp,78854971_16
0,78854971,GENERIC,78854971_shp,78854971_17
1,78854971,GENERIC,78854971_shp,78854971_18
0,78854971,GENERIC,78854971_shp,78854971_19
1,78854971,GENERIC,78854971_shp,78854971_20
0,78854971,GENERIC,78854971_shp,78854971_21
1,78854971,GENERIC,78854971_shp,78854971_22
0,78854971,GENERIC,78854971_shp,78854971_23
1,78854971,GENERIC,78854971_shp,78854971_24
